it,kld_median,kld_mean
2.000000000000000000e+00,2.121034222483704212e+00,2.123139683457464955e+00
2.000000000000000000e+00,2.121034222483704212e+00,2.123139683457464955e+00
2.000000000000000000e+00,2.121034222483704212e+00,2.123139683457464955e+00
2.000000000000000000e+00,2.121034222483704212e+00,2.123139683457464955e+00
