it,kld_phi,kld_psi,kld_ram
2.000000000000000000e+00,1.850339618305171241e+00,1.022317696792028663e+00,1.726383484083463671e+01
2.000000000000000000e+00,1.850339618305171241e+00,1.022317696792028663e+00,1.726383484083463671e+01
2.000000000000000000e+00,1.850339618305171241e+00,1.022317696792028663e+00,1.726383484083463671e+01
2.000000000000000000e+00,1.850339618305171241e+00,1.022317696792028663e+00,1.726383484083463671e+01
